lane,shipment_count,total_emissions,average_emissions,average_utilization,average_transit_time_hrs,average_speed_kmph,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Sonipat - Ludhiana,2,494.7,247.35,62.9497345860524,9.1,47,0.0509,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Madurai,2,3729,1864.5,67.0404334081212,55.1,59.5,0.18025,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Sonipat - Mangalore,1,1541.3,1541.3,52.090310874265,45.6,62,0.4349,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Sonipat - Mumbai,1,1254,1254,94.6640876670813,34.6,55,0.1209,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Nagpur,1,1189.1,1189.1,69.3079244764194,33.8,40,0.049,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Nashik,5,4351.3,870.26,81.1398611923955,28.28,61.2,0.27902,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Noida,2,110.3,55.15,62.6044553174282,5.45,40,0.32355,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Panipat,2,84.4,42.2,71.3498557318066,4,44,0.0588,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Prayagraj,3,1934.6,644.866666666667,81.0402070883903,21.1,48,0.0496,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Raipur,1,909.1,909.1,96.5187540061788,28,57,0.0583,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Rajkot,2,1773.2,886.6,62.4018599956608,27.55,58,0.17155,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Ranchi,1,853,853,42.3723004296646,29.5,57,0.0646,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Sonipat - Rohtak,1,36.2,36.2,36.6245646702904,3.9,44,0.0574,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Sonipat - Salem,1,1726.1,1726.1,71.0706444794605,48.7,62,0.1771,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Sonipat - Siliguri,2,1900.6,950.3,64.7829933235009,31.65,58.5,0.0749,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Surat,3,2653.4,884.466666666667,72.0575548718244,29.9,53,0.275333333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Thiruvananthapuram,1,2036.5,2036.5,57.1926598064931,62.6,55,0.0472,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Sonipat - Udaipur,2,1017.4,508.7,61.8038272238126,18.85,52.5,0.37205,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Vadodara,2,1419.7,709.85,56.4222260594013,23.1,58,0.09145,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Sonipat - Varanasi,1,526.9,526.9,34.9717102586951,20.2,58,0.0622,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Sonipat - Vijayawada,1,1178.4,1178.4,74.737628149228,38.1,60,0.1026,Normal,Monitor lane performance and maintain current operating plan
Surat - Agra,2,1754.6,877.3,92.9433285718284,25.35,54,0.18405,Normal,Monitor lane performance and maintain current operating plan
Surat - Ahmedabad,2,376.8,188.4,76.9521281184659,9.15,46,0.1685,Normal,Monitor lane performance and maintain current operating plan
Surat - Amritsar,1,1184.7,1184.7,91.8055797942809,33.6,57,0.1683,Normal,Monitor lane performance and maintain current operating plan
Surat - Aurangabad,2,500.8,250.4,83.2184195340097,10.6,55,0.1199,Normal,Monitor lane performance and maintain current operating plan
Surat - Bangalore,2,2416.7,1208.35,77.2914800923231,34.25,49.5,0.1485,Normal,Monitor lane performance and maintain current operating plan
Surat - Belgaum,1,498.3,498.3,39.2926765642174,19.4,53,0.0956,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Surat - Bhopal,1,527.7,527.7,100,17.7,50,0.0646,Normal,Monitor lane performance and maintain current operating plan
Surat - Chandigarh,2,2266.4,1133.2,63.9095612584046,36.25,49.5,0.0463,Normal,Monitor lane performance and maintain current operating plan
Surat - Chennai,1,1100.8,1100.8,95.7280857031785,35,55,0.0976,Normal,Monitor lane performance and maintain current operating plan
Surat - Delhi,3,2814.6,938.2,64.0747969439105,30.3333333333333,49.3333333333333,0.0991333333333333,Normal,Monitor lane performance and maintain current operating plan
Surat - Faridabad,1,934.9,934.9,72.9174354278692,27.7,53,0.125,Normal,Monitor lane performance and maintain current operating plan
Surat - Ghaziabad,4,4033.3,1008.325,76.9930782713601,31.475,47.5,0.1626,Normal,Monitor lane performance and maintain current operating plan
Surat - Gurgaon,2,1933.4,966.7,88.638346908864,29.95,47.5,0.0495,Normal,Monitor lane performance and maintain current operating plan
Surat - Guwahati,2,3403.9,1701.95,40.4438780150829,55.2,56,0.13165,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Surat - Hubli,2,1599.2,799.6,83.6397846041576,23.2,48.5,0.3964,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Surat - Hyderabad,2,1372.5,686.25,53.2431615211973,22.1,54,0.1819,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Surat - Jabalpur,1,597.3,597.3,49.2805246464742,22.9,55,0.1384,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Surat - Jaipur,1,644.8,644.8,99.5843408113537,21.8,53,0.0735,Normal,Monitor lane performance and maintain current operating plan
Surat - Jalandhar,1,1152.1,1152.1,86.5253567219204,33.2,57,0.5418,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Surat - Kochi,1,1236.5,1236.5,67.1084794164243,36.7,57,0.162,Normal,Monitor lane performance and maintain current operating plan
Surat - Kolkata,3,4391.3,1463.76666666667,77.6932573757473,45.3666666666667,55.6666666666667,0.116733333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Surat - Kota,1,413.3,413.3,44.9050555319313,17.1,55,0.1353,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Surat - Lucknow,1,990.8,990.8,77.1841569945097,32.2,52,0.0634,Normal,Monitor lane performance and maintain current operating plan
Surat - Ludhiana,1,926.8,926.8,47.9719833384363,33.1,55,0.0947,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Surat - Madurai,2,2489.7,1244.85,75.1860525240276,40.6,53.5,0.2124,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Surat - Mangalore,1,918.2,918.2,63.7288642545402,30.5,48,0.0514,Normal,Monitor lane performance and maintain current operating plan
Surat - Mumbai,3,679.2,226.4,80.5085100163706,9.9,45.6666666666667,0.1316,Normal,Monitor lane performance and maintain current operating plan
Surat - Nagpur,1,528.5,528.5,76.7259186227668,19.7,55,0.1918,Normal,Monitor lane performance and maintain current operating plan
Surat - Nashik,1,174.2,174.2,73.3859878379682,9.5,34,0.0535,Normal,Monitor lane performance and maintain current operating plan
Surat - Noida,3,2921.5,973.833333333333,58.007607209082,31.1666666666667,47.3333333333333,0.0947,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Surat - Panipat,5,5073.5,1014.7,70.3411242445663,31.8,51.6,0.09052,Normal,Monitor lane performance and maintain current operating plan
Surat - Patna,2,2427.8,1213.9,78.0544151306535,37.9,57,0.2205,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Surat - Prayagraj,4,3603.8,900.95,73.9311257647857,30.95,54.75,0.084825,Normal,Monitor lane performance and maintain current operating plan
Surat - Pune,1,414.1,414.1,96.397942388326,15.5,36,0.0396,Normal,Monitor lane performance and maintain current operating plan
Surat - Raipur,3,2433.2,811.066666666667,77.9756084441706,26.8666666666667,54.3333333333333,0.2309,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Surat - Rajkot,2,417.2,208.6,68.1254202862222,9.5,53,0.073,Normal,Monitor lane performance and maintain current operating plan
Surat - Rohtak,3,2673.7,891.233333333333,82.8245000645977,27.5666666666667,54.3333333333333,0.404133333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Surat - Salem,2,2434.3,1217.15,76.8937636277857,36.25,53,0.18255,Normal,Monitor lane performance and maintain current operating plan
Surat - Thiruvananthapuram,1,1891,1891,69.7839946007171,50.6,44,0.0382,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Surat - Tirupati,3,3225.1,1075.03333333333,66.8610781692818,34.2333333333333,52,0.0968333333333333,Normal,Monitor lane performance and maintain current operating plan
Surat - Trichy,3,3750.9,1250.3,73.4979454929213,37.6666666666667,55.6666666666667,0.112533333333333,Normal,Monitor lane performance and maintain current operating plan
Surat - Udaipur,4,1434.3,358.575,68.0661610724477,13.475,52.25,0.115625,Normal,Monitor lane performance and maintain current operating plan
Surat - Vadodara,3,430.8,143.6,78.633769290359,8.26666666666667,35.3333333333333,0.0748333333333333,Normal,Monitor lane performance and maintain current operating plan
Surat - Varanasi,1,1057.3,1057.3,59.4625878623295,32.5,57,0.1619,Normal,Monitor lane performance and maintain current operating plan
Surat - Vijayawada,5,4067.5,813.5,65.9067915300942,28.82,55.8,0.18212,Normal,Monitor lane performance and maintain current operating plan
Surat - Visakhapatnam,1,1398.4,1398.4,30.9021417870985,42.1,42,0.0434,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Thiruvananthapuram - Agra,1,1784.9,1784.9,54.0222583275406,52.1,62,0.3182,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Thiruvananthapuram - Ahmedabad,1,1759.7,1759.7,88.4764072168836,47.6,55,0.1164,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Amritsar,1,1792.4,1792.4,38.5665847312789,63.9,62,0.1839,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Thiruvananthapuram - Bangalore,3,1312.4,437.466666666667,58.1942166188823,16.6333333333333,51.6666666666667,0.100033333333333,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Thiruvananthapuram - Bhopal,2,2418.5,1209.25,60.2256722694068,41.8,62,0.2231,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Bilaspur,1,2026.3,2026.3,77.7112237658356,51.4,47,0.0432,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Chandigarh,1,2006.4,2006.4,70.837209705569,63,60,0.0974,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Chennai,5,2737.1,547.42,69.8947571652659,19.5,53.6,0.30952,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Delhi,3,6724.7,2241.56666666667,87.4546595312399,64.3666666666667,53,0.0880333333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Faridabad,2,4031.5,2015.75,70.01864847252,60.55,56,0.1127,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Ghaziabad,1,2147.5,2147.5,71.1999258245336,60.4,57,0.2064,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Guntur,1,957.7,957.7,69.8320731234057,26.9,55,0.0686,Normal,Monitor lane performance and maintain current operating plan
Thiruvananthapuram - Guwahati,1,2276.1,2276.1,77.9044416225681,62.2,62,0.6562,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Gwalior,1,1467.8,1467.8,67.306862606684,49.6,62,0.3498,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Hubli,1,682.5,682.5,58.5767459719936,21.3,60,0.2957,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Hyderabad,1,819.3,819.3,79.6139407104992,29.1,57,0.1755,Normal,Monitor lane performance and maintain current operating plan
Thiruvananthapuram - Indore,3,4200.1,1400.03333333333,84.0484389702825,43.8,57,0.175366666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Jabalpur,3,3879.3,1293.1,59.2429009694391,43.3666666666667,60.3333333333333,0.0999333333333333,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Thiruvananthapuram - Jaipur,3,5442.5,1814.16666666667,81.2085119304751,57.6666666666667,54.6666666666667,0.0998666666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Jalandhar,2,4602.7,2301.35,84.9557361669698,64.7,60,0.09235,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Kanpur,4,6448.5,1612.125,61.467084280968,51.55,61,0.160525,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Kochi,2,306.8,153.4,86.3306120166091,7.3,47,0.07565,Normal,Monitor lane performance and maintain current operating plan
Thiruvananthapuram - Kolkata,1,2040.6,2040.6,88.5233519665976,60,50,0.0504,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Kota,2,2898.8,1449.4,84.5346905614759,47,62,0.14215,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Lucknow,1,2018.6,2018.6,84.2999255995286,60.8,52,0.057,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Ludhiana,1,2084,2084,90.7724914537816,63.5,60,0.0803,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Thiruvananthapuram - Madurai,2,426.5,213.25,75.4686171186331,7.9,49,0.06715,Normal,Monitor lane performance and maintain current operating plan
Thiruvananthapuram - Mangalore,1,527.3,527.3,80.8362887798566,16.8,55,0.2894,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Thiruvananthapuram - Mumbai,2,2347.9,1173.95,90.5180019241445,37.35,53.5,0.11655,Normal,Monitor lane performance and maintain current operating plan
Thiruvananthapuram - Nagpur,3,3915.6,1305.2,70.2007941959738,42.1666666666667,53,0.0746666666666667,Normal,Monitor lane performance and maintain current operating plan
Thiruvananthapuram - Noida,1,1873.6,1873.6,84.7033882528385,60,57,0.5678,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
